,,,,,,,,,,
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated",,,,,,,,,,Cyclically
1996.09,674.88,14.66,36.00,157.80,1996.71,6.83,1078.99,23.44,57.56,25.68
1996.1,701.46,14.74,36.91,158.30,1996.79,6.53,1117.95,23.49,58.83,26.48
1996.11,735.67,14.82,37.82,158.60,1996.87,6.20,1170.25,23.57,60.16,27.59
1996.12,743.25,14.90,38.73,158.60,1996.96,6.30,1182.31,23.70,61.61,27.72
1997.01,766.22,14.95,39.23,159.10,1997.04,6.58,1215.02,23.71,62.21,28.33
1997.02,798.39,15.01,39.74,159.60,1997.12,6.42,1262.07,23.72,62.81,29.27
1997.03,792.16,15.06,40.24,160.00,1997.21,6.69,1249.09,23.75,63.45,28.80
1997.04,763.93,15.09,40.34,160.20,1997.29,6.89,1203.07,23.77,63.53,27.59
1997.05,833.09,15.13,40.45,160.10,1997.37,6.71,1312.80,23.84,63.74,29.93
1997.06,876.29,15.16,40.55,160.30,1997.46,6.49,1379.16,23.86,63.82,31.26
1997.07,925.29,15.22,40.58,160.50,1997.54,6.22,1454.46,23.92,63.79,32.77
1997.08,927.24,15.27,40.61,160.80,1997.62,6.30,1454.81,23.96,63.72,32.59
1997.09,937.02,15.33,40.64,161.20,1997.71,6.21,1466.50,23.99,63.60,32.67
1997.1,951.16,15.39,40.33,161.60,1997.79,6.03,1484.95,24.02,62.97,32.90
1997.11,938.92,15.44,40.03,161.50,1997.87,5.88,1466.75,24.12,62.53,32.34
1997.12,962.37,15.50,39.72,161.30,1997.96,5.81,1505.25,24.24,62.13,33.03
1998.01,963.36,15.55,39.66,161.60,1998.04,5.54,1504.00,24.28,61.92,32.86
1998.02,1023.74,15.60,39.60,161.90,1998.12,5.57,1595.30,24.31,61.71,34.71
1998.03,1076.83,15.64,39.54,162.20,1998.21,5.65,1674.93,24.33,61.50,36.30
1998.04,1112.20,15.75,39.35,162.50,1998.29,5.64,1726.75,24.45,61.09,37.28
1998.05,1108.42,15.85,39.16,162.80,1998.37,5.65,1717.71,24.56,60.69,36.96
1998.06,1108.39,15.95,38.97,163.00,1998.46,5.50,1715.55,24.69,60.32,36.80
1998.07,1156.58,16.02,38.68,163.20,1998.54,5.46,1787.95,24.76,59.79,38.26
1998.08,1074.62,16.08,38.38,163.40,1998.62,5.34,1659.21,24.83,59.26,35.42
1998.09,1020.64,16.14,38.09,163.60,1998.71,4.81,1573.94,24.89,58.74,33.53
1998.1,1032.47,16.17,37.96,164.00,1998.79,4.53,1588.30,24.87,58.40,33.77
1998.11,1144.43,16.18,37.84,164.00,1998.87,4.83,1760.54,24.90,58.21,37.37
1998.12,1190.05,16.20,37.71,163.90,1998.96,4.65,1831.83,24.94,58.05,38.82
1999.01,1248.77,16.28,37.93,164.30,1999.04,4.72,1917.54,25.00,58.25,40.58
1999.02,1246.58,16.37,38.16,164.50,1999.12,5.00,1911.85,25.10,58.52,40.40
1999.03,1281.66,16.45,38.38,165.00,1999.21,5.23,1959.70,25.15,58.68,41.36
1999.04,1334.76,16.45,39.26,166.20,1999.29,5.18,2026.15,24.97,59.60,42.70
1999.05,1332.07,16.45,40.14,166.20,1999.37,5.54,2022.07,24.97,60.93,42.56
1999.06,1322.55,16.45,41.02,166.20,1999.46,5.90,2007.62,24.97,62.27,42.18
1999.07,1380.99,16.51,42.00,166.70,1999.54,5.79,2090.04,24.99,63.56,43.83
1999.08,1327.49,16.58,42.98,167.10,1999.62,5.94,2004.26,25.03,64.89,41.93
1999.09,1318.17,16.64,43.96,167.90,1999.71,5.92,1980.71,25.00,66.06,41.32
1999.1,1300.01,16.66,45.36,168.20,1999.79,6.11,1949.94,24.98,68.04,40.55
1999.11,1391.00,16.67,46.77,168.30,1999.87,6.03,2085.18,24.99,70.11,43.21
1999.12,1428.68,16.69,48.17,168.30,1999.96,6.28,2141.66,25.02,72.21,44.20
2000.01,1425.59,16.71,49.10,168.80,2000.04,6.66,2130.70,24.98,73.38,43.77
2000.02,1388.87,16.74,50.02,169.80,2000.12,6.52,2063.59,24.87,74.32,42.19
2000.03,1442.21,16.76,50.95,171.20,2000.21,6.26,2125.32,24.70,75.08,43.22
2000.04,1461.36,16.74,51.27,171.30,2000.29,5.99,2152.28,24.65,75.52,43.53
2000.05,1418.48,16.72,51.60,171.50,2000.37,6.44,2086.69,24.60,75.90,41.97
2000.06,1461.96,16.70,51.92,172.40,2000.46,6.10,2139.43,24.44,75.98,42.78
2000.07,1473.00,16.58,52.51,172.80,2000.54,6.05,2150.59,24.21,76.67,42.76
2000.08,1485.46,16.47,53.11,172.80,2000.62,5.83,2168.79,24.04,77.54,42.87
2000.09,1468.05,16.35,53.70,173.70,2000.71,5.80,2132.26,23.75,78.00,41.90
2000.1,1390.14,16.32,52.47,174.00,2000.79,5.74,2015.62,23.67,76.07,39.37
2000.11,1378.04,16.30,51.23,174.10,2000.87,5.72,1996.93,23.62,74.24,38.78
2000.12,1330.93,16.27,50.00,174.00,2000.96,5.24,1929.77,23.59,72.50,37.27
2001.01,1335.63,16.17,48.48,175.10,2001.04,5.16,1924.42,23.30,69.85,36.98
2001.02,1305.75,16.07,46.96,175.80,2001.12,5.10,1873.88,23.06,67.39,35.83
2001.03,1185.85,15.97,45.44,176.20,2001.21,4.89,1697.94,22.87,65.06,32.33
2001.04,1189.84,15.88,42.56,176.90,2001.29,5.14,1696.92,22.64,60.69,32.17
2001.05,1270.37,15.78,39.67,177.70,2001.37,5.39,1803.61,22.41,56.33,34.07
2001.06,1238.71,15.69,36.79,178.00,2001.46,5.28,1755.70,22.24,52.14,33.07
2001.07,1204.45,15.71,33.96,177.50,2001.54,5.24,1711.95,22.32,48.27,32.16
2001.08,1178.50,15.72,31.14,177.50,2001.62,4.97,1675.06,22.35,44.26,31.40
2001.09,1044.64,15.74,28.31,178.30,2001.71,4.73,1478.14,22.27,40.06,27.67
2001.1,1076.59,15.74,27.10,177.70,2001.79,4.57,1528.49,22.35,38.48,28.58
2001.11,1129.68,15.74,25.90,177.40,2001.87,4.65,1606.58,22.38,36.83,30.01
2001.12,1144.93,15.74,24.69,176.70,2001.96,5.09,1634.71,22.47,35.25,30.50
2002.01,1140.21,15.74,24.69,177.10,2002.04,5.04,1624.30,22.42,35.18,30.28
2002.02,1100.67,15.73,24.70,177.80,2002.12,4.91,1561.80,22.32,35.04,29.09
2002.03,1153.79,15.73,24.70,178.80,2002.21,5.28,1628.02,22.20,34.85,30.29
2002.04,1111.93,15.83,25.38,179.80,2002.29,5.21,1560.23,22.22,35.61,29.01
2002.05,1079.25,15.94,26.06,179.80,2002.37,5.16,1514.37,22.36,36.57,28.13
2002.06,1014.02,16.04,26.74,179.90,2002.46,4.93,1422.05,22.49,37.50,26.39
2002.07,903.59,15.96,27.84,180.10,2002.54,4.65,1265.78,22.36,39.00,23.46
2002.08,912.55,15.88,28.94,180.70,2002.62,4.26,1274.08,22.17,40.41,23.59
2002.09,867.81,15.80,30.04,181.00,2002.71,3.87,1209.61,22.02,41.87,22.37
2002.1,854.63,15.89,29.22,181.30,2002.79,3.94,1189.27,22.11,40.67,21.96
2002.11,909.93,15.98,28.41,181.30,2002.87,4.05,1266.22,22.24,39.53,23.35
2002.12,899.18,16.07,27.59,180.90,2002.96,4.03,1254.03,22.41,38.48,23.10
2003.01,895.84,16.12,28.50,181.70,2003.04,4.05,1243.87,22.38,39.57,22.90
2003.02,837.03,16.17,29.41,183.10,2003.12,3.90,1153.33,22.28,40.52,21.21
2003.03,846.63,16.22,30.32,184.20,2003.21,3.81,1159.59,22.22,41.53,21.31
2003.04,890.03,16.20,31.73,183.80,2003.29,3.96,1221.68,22.24,43.55,22.43
2003.05,935.96,16.19,33.14,183.50,2003.37,3.57,1286.83,22.25,45.56,23.59
2003.06,988.00,16.17,34.55,183.70,2003.46,3.33,1356.90,22.21,47.45,24.83
2003.07,992.54,16.31,35.89,183.90,2003.54,3.98,1361.65,22.38,49.24,24.87
2003.08,989.53,16.45,37.24,184.60,2003.62,4.45,1352.37,22.48,50.89,24.64
2003.09,1019.44,16.59,38.58,185.20,2003.71,4.27,1388.74,22.60,52.56,25.24
2003.1,1038.73,16.86,41.97,185.00,2003.79,4.29,1416.55,22.99,57.23,25.68
2003.11,1049.90,17.12,45.35,184.50,2003.87,4.30,1435.66,23.41,62.02,25.95
2003.12,1080.64,17.39,48.74,184.30,2003.96,4.27,1479.30,23.81,66.72,26.64
2004.01,1132.52,17.60,49.83,185.20,2004.04,4.15,1542.78,23.98,67.88,27.66
2004.02,1143.36,17.81,50.91,186.20,2004.12,4.08,1549.18,24.13,68.98,27.65
2004.03,1123.98,18.02,52.00,187.40,2004.21,3.83,1513.17,24.26,70.01,26.89
2004.04,1133.36,18.21,53.38,188.00,2004.29,4.35,1520.93,24.44,71.64,26.90
2004.05,1102.78,18.41,54.77,189.10,2004.37,4.72,1471.29,24.56,73.07,25.90
2004.06,1132.76,18.60,56.15,189.70,2004.46,4.73,1506.50,24.74,74.68,26.40
2004.07,1105.85,18.79,56.69,189.40,2004.54,4.50,1473.04,25.02,75.51,25.70
2004.08,1088.94,18.97,57.23,189.50,2004.62,4.28,1449.75,25.26,76.19,25.17
2004.09,1117.66,19.16,57.77,189.90,2004.71,4.13,1484.86,25.45,76.75,25.67
2004.1,1117.21,19.25,58.03,190.90,2004.79,4.10,1476.48,25.44,76.69,25.41
2004.11,1168.94,19.35,58.29,191.00,2004.87,4.19,1544.04,25.55,76.99,26.47
2004.12,1199.21,19.44,58.55,190.30,2004.96,4.23,1589.85,25.77,77.62,27.14
2005.01,1181.41,19.70,59.11,190.70,2005.04,4.22,1562.97,26.07,78.20,26.59
2005.02,1199.63,19.97,59.66,191.80,2005.12,4.17,1577.97,26.26,78.48,26.74
2005.03,1194.90,20.23,60.22,193.30,2005.21,4.50,1559.55,26.40,78.60,26.34
2005.04,1164.43,20.46,61.23,194.60,2005.29,4.34,1509.63,26.53,79.39,25.41
2005.05,1178.28,20.70,62.25,194.40,2005.37,4.14,1529.16,26.86,80.78,25.65
2005.06,1202.25,20.93,63.26,194.50,2005.46,4.00,1559.46,27.15,82.06,26.07
2005.07,1222.24,21.11,64.33,195.40,2005.54,4.18,1578.09,27.26,83.06,26.29
2005.08,1224.27,21.29,65.40,196.40,2005.62,4.26,1572.66,27.35,84.01,26.10
2005.09,1225.92,21.47,66.47,198.80,2005.71,4.20,1555.77,27.25,84.35,25.73
2005.1,1191.96,21.72,67.59,199.20,2005.79,4.46,1509.63,27.51,85.60,24.88
2005.11,1237.37,21.97,68.71,197.60,2005.87,4.54,1579.84,28.05,87.73,25.93
2005.12,1262.07,22.22,69.83,196.80,2005.96,4.47,1617.92,28.49,89.52,26.44
2006.01,1278.73,22.41,70.78,198.30,2006.04,4.42,1626.88,28.51,90.05,26.47
2006.02,1276.65,22.59,71.72,198.70,2006.12,4.57,1620.96,28.69,91.07,26.25
2006.03,1293.74,22.78,72.67,199.80,2006.21,4.72,1633.62,28.76,91.76,26.33
2006.04,1302.17,23.00,73.28,201.50,2006.29,4.99,1630.39,28.80,91.75,26.15
2006.05,1290.01,23.22,73.88,202.50,2006.37,5.11,1607.19,28.93,92.05,25.65
2006.06,1253.17,23.44,74.49,202.90,2006.46,5.11,1558.22,29.15,92.62,24.75
2006.07,1260.24,23.66,75.85,203.50,2006.54,5.09,1562.39,29.33,94.04,24.70
2006.08,1287.15,23.88,77.21,203.90,2006.62,4.88,1592.62,29.55,95.53,25.05
2006.09,1317.74,24.10,78.57,202.90,2006.71,4.72,1638.50,29.97,97.70,25.64
2006.1,1363.38,24.36,79.55,201.80,2006.79,4.73,1704.49,30.45,99.45,26.54
2006.11,1388.64,24.62,80.53,201.50,2006.87,4.60,1738.66,30.83,100.83,26.93
2006.12,1416.42,24.88,81.51,201.80,2006.96,4.56,1770.80,31.10,101.90,27.28
2007.01,1424.16,25.08,82.06,202.416,2007.04,4.76,1775.06,31.26,102.27,27.21
2007.02,1444.80,25.29,82.60,203.499,2007.12,4.72,1791.20,31.35,102.41,27.32
2007.03,1406.95,25.49,83.15,205.352,2007.21,4.56,1728.54,31.32,102.16,26.23
2007.04,1463.64,25.72,83.74,206.686,2007.29,4.69,1786.58,31.39,102.22,26.98
2007.05,1511.14,25.94,84.33,207.949,2007.37,4.75,1833.36,31.48,102.31,27.55
2007.06,1514.19,26.17,84.92,208.352,2007.46,5.10,1833.51,31.69,102.83,27.42
2007.07,1520.71,26.44,82.81,208.299,2007.54,5.00,1841.87,32.02,100.30,27.41
2007.08,1454.62,26.71,80.71,207.917,2007.62,4.67,1765.06,32.41,97.93,26.15
2007.09,1497.12,26.98,78.60,208.49,2007.71,4.52,1811.64,32.65,95.11,26.73
2007.1,1539.66,27.23,74.46,208.936,2007.79,4.53,1859.14,32.88,89.91,27.32
2007.11,1463.39,27.48,70.32,210.177,2007.87,4.15,1756.61,32.99,84.41,25.73
2007.12,1479.22,27.73,66.18,210.036,2007.96,4.10,1776.80,33.31,79.49,25.96
2008.01,1378.76,27.92,64.25,211.08,2008.04,3.74,1647.94,33.37,76.79,24.02
2008.02,1354.87,28.11,62.32,211.693,2008.12,3.74,1614.70,33.50,74.27,23.50
2008.03,1316.94,28.3,60.39,213.528,2008.21,3.51,1556.00,33.44,71.35,22.61
2008.04,1370.47,28.44,57.38,214.823,2008.29,3.68,1609.49,33.40,67.39,23.36
2008.05,1403.22,28.57,54.38,216.632,2008.37,3.88,1634.19,33.28,63.33,23.70
2008.06,1341.25,28.71,51.37,218.815,2008.46,4.10,1546.44,33.10,59.23,22.42
2008.07,1257.33,28.76,49.56,219.964,2008.54,4.01,1442.11,32.98,56.85,20.91
2008.08,1281.47,28.80,47.76,219.086,2008.62,3.89,1475.68,33.17,54.99,21.40
2008.09,1216.95,28.85,45.95,218.783,2008.71,3.69,1403.33,33.27,52.99,20.36
2008.1,968.8,28.70,35.59,216.573,2008.79,3.81,1128.57,33.43,41.46,16.39
2008.11,883.04,28.54,25.24,212.425,2008.87,3.53,1048.76,33.90,29.97,15.26
2008.12,877.56,28.39,14.88,210.228,2008.96,2.42,1053.14,34.07,17.86,15.38
2009.01,865.58,28.01,12.21,211.143,2009.04,2.52,1034.26,33.47,14.59,15.17
2009.02,805.23,27.64,9.53,212.193,2009.12,2.87,957.39,32.86,11.33,14.12
2009.03,757.13,27.26,6.86,212.709,2009.21,2.82,898.02,32.33,8.14,13.32
2009.04,848.15,26.70,7.08,213.24,2009.29,2.93,1003.47,31.59,8.37,14.98
2009.05,902.41,26.15,7.29,213.856,2009.37,3.29,1064.59,30.85,8.60,16.00
2009.06,926.12,25.59,7.51,215.693,2009.46,3.72,1083.26,29.93,8.78,16.38
2009.07,935.82,25.03,9.19,215.351,2009.54,3.56,1096.34,29.32,10.76,16.69
2009.08,1009.73,24.46,10.86,215.834,2009.62,3.59,1180.28,28.60,12.70,18.09
2009.09,1044.55,23.9,12.54,215.969,2009.71,3.4,1220.22,27.92,14.65,18.83
2009.1,1067.66,23.40,25.35,216.177,2009.79,3.39,1246.01,27.31,29.58,19.36
2009.11,1088.07,22.91,38.16,216.33,2009.87,3.4,1268.94,26.71,44.50,19.81
2009.12,1110.38,22.41,50.97,215.949,2009.96,3.59,1297.24,26.18,59.55,20.32
2010.01,1123.58,22.24,54.29,216.687,2010.04,3.73,1308.19,25.89,63.21,20.53
2010.02,1089.16,22.07,57.61,216.741,2010.12,3.69,1267.80,25.69,67.06,19.92
2010.03,1152.05,21.9,60.93,217.631,2010.21,3.73,1335.52,25.39,70.63,21.00
2010.04,1197.32,21.95,62.99,218.009,2010.29,3.85,1385.59,25.40,72.89,21.80
2010.05,1125.06,21.99,65.04,218.178,2010.37,3.42,1300.96,25.43,75.21,20.48
2010.06,1083.36,22.04,67.1,217.965,2010.46,3.2,1253.97,25.51,77.67,19.74
2010.07,1079.8,22.14,68.69,218.011,2010.54,3.01,1249.58,25.63,79.49,19.67
2010.08,1087.28,22.25,70.27,218.312,2010.62,2.7,1256.50,25.71,81.21,19.77
2010.09,1122.08,22.35,71.86,218.439,2010.71,2.65,1295.96,25.81,83.00,20.38
2010.1,1171.58,22.48,73.69,218.711,2010.79,2.54,1351.45,25.93,85.00,21.24
2010.11,1198.89,22.60,75.52,218.803,2010.87,2.76,1382.37,26.06,87.08,21.70
2010.12,1241.53,22.73,77.35,219.179,2010.96,3.29,1429.08,26.16,89.04,22.40
2011.01,1282.62,22.96,78.67,220.223,2011.04,3.39,1469.38,26.31,90.13,22.98
2011.02,1321.12,23.20,79.99,221.309,2011.12,3.58,1506.06,26.44,91.19,23.49
2011.03,1304.49,23.43,81.31,223.467,2011.21,3.41,1472.74,26.45,91.80,22.90
2011.04,1331.51,23.73,82.16,224.906,2011.29,3.46,1493.63,26.62,92.17,23.14
2011.05,1338.31,24.04,83.02,225.964,2011.37,3.17,1494.23,26.84,92.69,23.06
2011.06,1287.29,24.34,83.87,225.722,2011.46,3,1438.81,27.20,93.74,22.10
2011.07,1325.19,24.62,84.91,225.922,2011.54,3,1479.86,27.49,94.82,22.61
2011.08,1185.31,24.90,85.94,226.545,2011.62,2.3,1320.01,27.73,95.71,20.05
2011.09,1173.88,25.18,86.98,226.889,2011.71,1.98,1305.30,28.00,96.72,19.70
2011.1,1207.22,25.60,86.97,226.421,2011.79,2.15,1345.15,28.52,96.91,20.16
2011.11,1226.42,26.01,86.96,226.23,2011.87,2.01,1367.69,29.01,96.98,20.35
2011.12,1243.32,26.43,86.95,225.672,2011.96,1.98,1389.97,29.55,97.21,20.52
2012.01,1300.58,26.74,87.48,226.665,2012.04,1.97,1447.61,29.76,97.37,21.21
2012.02,1352.49,27.04,88.01,227.663,2012.12,1.97,1498.79,29.97,97.53,21.80
2012.03,1389.24,27.35,88.54,229.392,2012.21,2.17,1527.91,30.08,97.38,22.05
2012.04,1386.43,27.67,88.33,230.085,2012.29,2.05,1520.23,30.34,96.86,21.78
2012.05,1341.27,28.00,88.13,229.815,2012.37,1.8,1472.44,30.73,96.75,20.94
2012.06,1323.48,28.32,87.92,229.478,2012.46,1.62,1455.04,31.14,96.66,20.55
2012.07,1359.78,28.74,87.45,229.104,2012.54,1.53,1497.39,31.65,96.30,21.00
2012.08,1403.45,29.17,86.97,230.379,2012.62,1.68,1536.93,31.94,95.25,21.41
2012.09,1443.42,29.59,86.5,231.407,2012.71,1.72,1573.68,32.26,94.31,21.78
2012.1,1437.82,30.14,86.50,231.317,2012.79,1.75,1568.18,32.88,94.35,21.58
2012.11,1394.51,30.70,86.51,230.221,2012.87,1.65,1528.19,33.64,94.80,20.90
2012.12,1422.29,31.25,86.51,229.601,2012.96,1.72,1562.84,34.34,95.06,21.24
2013.01,1480.4,31.54,86.91,230.28,2013.04,1.91,1621.89,34.55,95.21,21.90
2013.02,1512.31,31.82,87.30,232.166,2013.12,1.98,1643.39,34.58,94.87,22.05
2013.03,1550.83,32.11,87.7,232.773,2013.21,1.96,1680.86,34.80,95.05,22.42
2013.04,1570.7,32.50,88.78,232.531,2013.29,1.76,1704.17,35.26,96.33,22.60
2013.05,1639.84,32.88,89.87,232.945,2013.37,1.93,1776.02,35.61,97.33,23.41
2013.06,1618.77,33.27,90.95,233.504,2013.46,2.3,1749.00,35.95,98.27,22.93
2013.07,1668.68,33.65,92.09,233.596,2013.54,2.58,1802.22,36.34,99.46,23.49
2013.08,1670.09,34.02,93.23,233.877,2013.62,2.74,1801.57,36.70,100.57,23.36
2013.09,1687.17,34.4,94.37,234.149,2013.71,2.81,1817.88,37.07,101.68,23.44
2013.1,1720.03,34.60,96.31,233.546,2013.79,2.62,1858.07,37.37,104.04,23.83
2013.11,1783.54,34.79,98.26,233.069,2013.87,2.72,1930.63,37.66,106.36,24.64
2013.12,1807.78,34.99,100.2,233.049,2013.96,2.9,1957.03,37.88,108.47,24.86
2014.01,1822.36,35.40,100.42,233.916,2014.04,2.86,1965.50,38.18,108.30,24.86
2014.02,1817.04,35.82,100.63,234.781,2014.12,2.71,1952.55,38.49,108.14,24.59
2014.03,1863.52,36.23,100.85,236.293,2014.21,2.72,1989.68,38.68,107.68,24.96
2014.04,1864.26,36.61,101.61,237.072,2014.29,2.71,1983.93,38.96,108.13,24.79
2014.05,1889.77,37.00,102.36,237.9,2014.37,2.56,2004.08,39.23,108.55,24.94
2014.06,1947.09,37.38,103.12,238.343,2014.46,2.6,2061.02,39.57,109.15,25.56
2014.07,1973.1,37.75,104.07,238.25,2014.54,2.54,2089.37,39.97,110.20,25.82
2014.08,1961.53,38.12,105.01,237.852,2014.62,2.42,2080.60,40.43,111.39,25.62
2014.09,1993.23,38.49,105.96,238.031,2014.71,2.53,2112.63,40.80,112.31,25.92
2014.1,1937.27,38.81,104.74,237.433,2014.79,2.3,2058.49,41.23,111.30,25.16
2014.11,2044.57,39.12,103.53,236.151,2014.87,2.33,2184.30,41.80,110.60,26.61
2014.12,2054.27,39.44,102.31,234.812,2014.96,2.21,2207.18,42.38,109.93,26.79
2015.01,2028.18,39.90,101.29,233.707,2015.04,1.88,2189.45,43.07,109.34,26.49
2015.02,2082.2,40.35,100.27,234.722,2015.12,1.98,2238.04,43.37,107.77,27.00
2015.03,2079.99,40.81,99.25,236.119,2015.21,2.04,2222.44,43.60,106.05,26.73
2015.04,2094.86,41.12,97.80,236.599,2015.29,1.94,2233.79,43.85,104.29,26.79
2015.05,2111.94,41.43,96.36,237.805,2015.37,2.2,2240.58,43.95,102.23,26.81
2015.06,2099.29,41.74,94.91,238.638,2015.46,2.36,2219.38,44.13,100.34,26.50
2015.07,2094.14,42.00,93.49,238.654,2015.54,2.32,2213.79,44.40,98.84,26.38
2015.08,2039.87,42.25,92.08,238.316,2015.62,2.17,2159.48,44.73,97.48,25.69
2015.09,1944.41,42.51,90.66,237.945,2015.71,2.17,2061.63,45.07,96.13,24.50
2015.1,2024.81,42.80,89.28,237.838,2015.79,2.07,2147.84,45.40,94.71,25.49
2015.11,2080.62,43.10,87.91,237.336,2015.87,2.26,2211.71,45.81,93.45,26.23
2015.12,2054.08,43.39,86.53,236.525,2015.96,2.24,2190.99,46.28,92.30,25.97
2016.01,1918.6,43.55,86.50,236.916,2016.04,2.09,2043.10,46.38,92.11,24.21
2016.02,1904.42,43.72,86.47,237.111,2016.12,1.78,2026.33,46.52,92.01,24.00
2016.03,2021.95,43.88,86.44,238.132,2016.21,1.89,2142.16,46.49,91.58,25.37
2016.04,2075.54,44.07,86.60,239.261,2016.29,1.81,2188.56,46.47,91.32,25.92
2016.05,2065.55,44.27,86.76,240.229,2016.37,1.81,2169.25,46.49,91.12,25.69
2016.06,2083.89,44.46,86.92,241.018,2016.46,1.64,2181.35,46.54,90.99,25.84
2016.07,2148.9,44.65,87.64,240.628,2016.54,1.5,2253.04,46.81,91.89,26.69
2016.08,2170.95,44.84,88.37,240.849,2016.62,1.56,2274.07,46.97,92.56,26.95
2016.09,2157.69,45.03,89.09,241.428,2016.71,1.63,2254.76,47.06,93.10,26.73
2016.1,2143.02,45.25,90.91,241.729,2016.79,1.76,2236.65,47.23,94.88,26.53
2016.11,2164.99,45.48,92.73,241.353,2016.87,2.14,2263.10,47.54,96.93,26.85
2016.12,2246.63,45.7,94.55,241.432,2016.96,2.49,2347.67,47.76,98.80,27.87
2017.01,2275.12,45.93,96.46,242.839,2017.04,2.43,2363.66,47.71,100.22,28.06
2017.02,2329.91,46.15,98.38,243.603,2017.12,2.42,2412.99,47.80,101.88,28.66
2017.03,2366.82,46.38,100.29,243.801,2017.21,2.48,2449.23,47.99,103.78,29.09
2017.04,2359.31,46.66,101.53,244.524,2017.29,2.3,2434.24,48.14,104.76,28.90
2017.05,2395.35,46.94,102.78,244.733,2017.37,2.3,2469.31,48.39,105.95,29.31
2017.06,2433.99,47.22,104.02,244.955,2017.46,2.19,2506.87,48.63,107.13,29.75
2017.07,2454.1,47.54,105.04,244.786,2017.54,2.32,2529.33,48.99,108.26,30.00
2017.08,2456.22,47.85,106.06,245.519,2017.62,2.21,2523.96,49.17,108.98,29.91
2017.09,2492.84,48.17,107.08,246.819,2017.71,2.20,2548.09,49.24,109.45,30.17
2017.1,2557,48.42,108.01,246.663,2017.79,2.36,2615.33,49.53,110.48,30.92
2017.11,2593.61,48.68,108.95,246.669,2017.87,2.35,2652.71,49.79,111.43,31.30
2017.12,2664.34,48.93,109.88,246.524,2017.96,2.4,2726.65,50.07,112.45,32.09
2018.01,2789.8,49.29,111.73,247.867,2018.04,2.58,2839.58,50.17,113.73,33.31
2018.02,2705.16,49.64,113.59,248.991,2018.12,2.86,2741.00,50.30,115.09,32.04
2018.03,2702.77,50,115.44,249.554,2018.21,2.84,2732.40,50.55,116.71,31.81
2018.04,2653.63,50.33,,250.546,2018.29,2.87,2672.10,50.68,,30.97
2018.05,2701.49,50.66,,251.588,2018.37,2.98,2709.03,50.80,,31.34
2018.06,2754.35,50.99,,251.989,2018.46,2.91,2757.64,51.05,,31.83
2018.07,2793.64,,,252.190,2018.54,2.89,2794.75,,,32.17
2018.08,2813.36,,,252.290,2018.62,3.00,2813.36,,,32.29
,Aug 2018 CPI is Aug 1 close,,,"July, Aug, 2018 CPI estimated",,Aug 2018 long rate is Aug 1 value,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
